state_name,year,detail,male,female,total
Delhi,2010,Re-arrested escapees,0,0,0
Delhi,2011,Escapees from Inside Prison,0,0,0
Delhi,2011,Escapees from Outside Prison,0,0,0
Delhi,2011,Escapees from Police Custody,1,0,1
Delhi,2011,Re-arrested escapees,0,0,0
Delhi,2012,Escapees from Inside Prison,0,0,0
Delhi,2012,Escapees from Outside Prison,0,0,0
Delhi,2012,Escapees from Police Custody,3,0,3
Delhi,2012,Re-arrested escapees,1,0,1
Lakshadweep,2001,Escapees from Inside Prison,0,0,0
Lakshadweep,2001,Escapees from Outside Prison,0,0,0
Lakshadweep,2001,Escapees from Police Custody,0,0,0
Lakshadweep,2001,Re-arrested escapees,0,0,0
Lakshadweep,2002,Escapees from Inside Prison,0,0,0
Lakshadweep,2002,Escapees from Outside Prison,0,0,0
Lakshadweep,2002,Escapees from Police Custody,0,0,0
Lakshadweep,2002,Re-arrested escapees,0,0,0
Lakshadweep,2003,Escapees from Inside Prison,0,0,0
Lakshadweep,2003,Escapees from Outside Prison,0,0,0
Lakshadweep,2003,Escapees from Police Custody,0,0,0
Lakshadweep,2003,Re-arrested escapees,0,0,0
Lakshadweep,2004,Escapees from Inside Prison,0,0,0
Lakshadweep,2004,Escapees from Outside Prison,0,0,0
Lakshadweep,2004,Escapees from Police Custody,0,0,0
Lakshadweep,2004,Re-arrested escapees,0,0,0
Lakshadweep,2005,Escapees from Inside Prison,0,0,0
Lakshadweep,2005,Escapees from Outside Prison,0,0,0
Lakshadweep,2005,Escapees from Police Custody,0,0,0
Lakshadweep,2005,Re-arrested escapees,0,0,0
Lakshadweep,2006,Escapees from Inside Prison,0,0,0
Lakshadweep,2006,Escapees from Outside Prison,0,0,0
Lakshadweep,2006,Escapees from Police Custody,0,0,0
Lakshadweep,2006,Re-arrested escapees,0,0,0
Lakshadweep,2007,Escapees from Inside Prison,0,0,0
Lakshadweep,2007,Escapees from Outside Prison,0,0,0
Lakshadweep,2007,Escapees from Police Custody,0,0,0
Lakshadweep,2007,Re-arrested escapees,0,0,0
Lakshadweep,2008,Escapees from Inside Prison,0,0,0
Lakshadweep,2008,Escapees from Outside Prison,0,0,0
Lakshadweep,2008,Escapees from Police Custody,0,0,0
Lakshadweep,2008,Re-arrested escapees,0,0,0
Lakshadweep,2009,Escapees from Inside Prison,0,0,0
Lakshadweep,2009,Escapees from Outside Prison,0,0,0
Lakshadweep,2009,Escapees from Police Custody,0,0,0
Lakshadweep,2009,Re-arrested escapees,0,0,0
Lakshadweep,2010,Escapees from Inside Prison,0,0,0
Lakshadweep,2010,Escapees from Outside Prison,0,0,0
Lakshadweep,2010,Escapees from Police Custody,0,0,0
Lakshadweep,2010,Re-arrested escapees,0,0,0
Lakshadweep,2011,Escapees from Inside Prison,0,0,0
Lakshadweep,2011,Escapees from Outside Prison,0,0,0
Lakshadweep,2011,Escapees from Police Custody,0,0,0
Lakshadweep,2011,Re-arrested escapees,0,0,0
Lakshadweep,2012,Escapees from Inside Prison,0,0,0
Lakshadweep,2012,Escapees from Outside Prison,0,0,0
Lakshadweep,2012,Escapees from Police Custody,0,0,0
Lakshadweep,2012,Re-arrested escapees,0,0,0
Pondicherry,2001,Escapees from Inside Prison,1,0,1
Pondicherry,2001,Escapees from Outside Prison,0,0,0
Pondicherry,2001,Escapees from Police Custody,0,0,0
Pondicherry,2001,Re-arrested escapees,0,0,0
Pondicherry,2002,Escapees from Inside Prison,1,0,1
Pondicherry,2002,Escapees from Outside Prison,0,0,0
Pondicherry,2002,Escapees from Police Custody,0,0,0
Pondicherry,2002,Re-arrested escapees,0,0,0
Pondicherry,2003,Escapees from Inside Prison,1,0,1
Pondicherry,2003,Escapees from Outside Prison,0,0,0
Pondicherry,2003,Escapees from Police Custody,0,0,0
Pondicherry,2003,Re-arrested escapees,0,0,0
Pondicherry,2004,Escapees from Inside Prison,1,0,1
Pondicherry,2004,Escapees from Outside Prison,0,0,0
Pondicherry,2004,Escapees from Police Custody,0,0,0
Pondicherry,2004,Re-arrested escapees,0,0,0
Pondicherry,2005,Escapees from Inside Prison,0,0,0
Pondicherry,2005,Escapees from Outside Prison,0,0,0
Pondicherry,2005,Escapees from Police Custody,0,0,0
Pondicherry,2005,Re-arrested escapees,0,0,0
Pondicherry,2006,Escapees from Inside Prison,0,0,0
Pondicherry,2006,Escapees from Outside Prison,0,0,0
Pondicherry,2006,Escapees from Police Custody,0,0,0
Pondicherry,2006,Re-arrested escapees,0,0,0
Pondicherry,2007,Escapees from Inside Prison,0,0,0
Pondicherry,2007,Escapees from Outside Prison,0,0,0
Pondicherry,2007,Escapees from Police Custody,0,0,0
Pondicherry,2007,Re-arrested escapees,0,0,0
Pondicherry,2008,Escapees from Inside Prison,0,0,0
Pondicherry,2008,Escapees from Outside Prison,0,0,0
Pondicherry,2008,Escapees from Police Custody,0,0,0
Pondicherry,2008,Re-arrested escapees,0,0,0
Pondicherry,2009,Escapees from Inside Prison,0,0,0
Pondicherry,2009,Escapees from Outside Prison,0,0,0
Pondicherry,2009,Escapees from Police Custody,0,0,0
Pondicherry,2009,Re-arrested escapees,0,0,0
Pondicherry,2010,Escapees from Inside Prison,0,0,0
Pondicherry,2010,Escapees from Outside Prison,0,0,0
Pondicherry,2010,Escapees from Police Custody,0,0,0
Pondicherry,2010,Re-arrested escapees,0,0,0
Pondicherry,2011,Escapees from Inside Prison,0,0,0
Pondicherry,2011,Escapees from Outside Prison,0,0,0
Pondicherry,2011,Escapees from Police Custody,0,0,0
Pondicherry,2011,Re-arrested escapees,0,0,0
Pondicherry,2012,Escapees from Inside Prison,0,0,0
Pondicherry,2012,Escapees from Outside Prison,0,0,0
Pondicherry,2012,Escapees from Police Custody,0,0,0
Pondicherry,2012,Re-arrested escapees,0,0,0
Andhra Pradesh,2013,Escapees from Inside Prison,4,0,4
Andhra Pradesh,2013,Escapees from Outside Prison,8,0,8
Andhra Pradesh,2013,Escapees from Police Custody,27,0,27
Andhra Pradesh,2013,Re-arrested escapees,0,0,0
Arunachal Pradesh,2013,Escapees from Inside Prison,0,0,0
Arunachal Pradesh,2013,Escapees from Outside Prison,0,0,0
Arunachal Pradesh,2013,Escapees from Police Custody,0,0,0
Arunachal Pradesh,2013,Re-arrested escapees,0,0,0
Assam,2013,Escapees from Inside Prison,8,0,8
Assam,2013,Escapees from Outside Prison,4,0,4
Assam,2013,Escapees from Police Custody,7,0,7
Assam,2013,Re-arrested escapees,3,0,3
Bihar,2013,Escapees from Inside Prison,4,0,4
Bihar,2013,Escapees from Outside Prison,8,0,8
Bihar,2013,Escapees from Police Custody,3,0,3
Bihar,2013,Re-arrested escapees,1,0,1
Chhatisgarh,2013,Escapees from Inside Prison,0,0,0
Chhatisgarh,2013,Escapees from Outside Prison,4,0,4
Chhatisgarh,2013,Escapees from Police Custody,6,0,6
Chhatisgarh,2013,Re-arrested escapees,1,0,1
Goa,2013,Escapees from Inside Prison,1,0,1
Goa,2013,Escapees from Outside Prison,0,0,0
Goa,2013,Escapees from Police Custody,0,0,0
Goa,2013,Re-arrested escapees,0,0,0
Gujarat,2013,Escapees from Inside Prison,3,0,3
Gujarat,2013,Escapees from Outside Prison,9,0,9
Gujarat,2013,Escapees from Police Custody,7,0,7
Gujarat,2013,Re-arrested escapees,16,0,16
Haryana,2013,Escapees from Inside Prison,0,0,0
Haryana,2013,Escapees from Outside Prison,1,0,1
Haryana,2013,Escapees from Police Custody,6,0,6
Haryana,2013,Re-arrested escapees,2,0,2
Himachal Pradesh,2013,Escapees from Inside Prison,0,0,0
Himachal Pradesh,2013,Escapees from Outside Prison,3,0,3
Himachal Pradesh,2013,Escapees from Police Custody,7,0,7
Himachal Pradesh,2013,Re-arrested escapees,6,0,6
Jammu & Kashmir,2013,Escapees from Inside Prison,0,0,0
Jammu & Kashmir,2013,Escapees from Outside Prison,0,0,0
Jammu & Kashmir,2013,Escapees from Police Custody,2,0,2
Jammu & Kashmir,2013,Re-arrested escapees,0,0,0
Jharkhand,2013,Escapees from Inside Prison,1,0,1
Jharkhand,2013,Escapees from Outside Prison,0,0,0
Jharkhand,2013,Escapees from Police Custody,0,0,0
Jharkhand,2013,Re-arrested escapees,0,0,0
Karnataka,2013,Escapees from Inside Prison,5,0,5
Karnataka,2013,Escapees from Outside Prison,0,0,0
Karnataka,2013,Escapees from Police Custody,4,0,4
Karnataka,2013,Re-arrested escapees,0,0,0
Kerala,2013,Escapees from Inside Prison,4,0,4
Kerala,2013,Escapees from Outside Prison,0,0,0
Kerala,2013,Escapees from Police Custody,9,0,9
Kerala,2013,Re-arrested escapees,5,0,5
Madhya Pradesh,2013,Escapees from Inside Prison,16,0,16
Madhya Pradesh,2013,Escapees from Outside Prison,4,0,4
Madhya Pradesh,2013,Escapees from Police Custody,13,0,13
Madhya Pradesh,2013,Re-arrested escapees,14,0,14
Maharashtra,2013,Escapees from Inside Prison,7,0,7
Maharashtra,2013,Escapees from Outside Prison,3,0,3
Maharashtra,2013,Escapees from Police Custody,15,0,15
Maharashtra,2013,Re-arrested escapees,9,0,9
Manipur,2013,Escapees from Inside Prison,0,0,0
Manipur,2013,Escapees from Outside Prison,0,0,0
Manipur,2013,Escapees from Police Custody,0,0,0
Manipur,2013,Re-arrested escapees,0,0,0
Meghalaya,2013,Escapees from Inside Prison,1,0,1
Meghalaya,2013,Escapees from Outside Prison,0,0,0
Meghalaya,2013,Escapees from Police Custody,0,0,0
Meghalaya,2013,Re-arrested escapees,1,0,1
Mizoram,2013,Escapees from Inside Prison,0,0,0
Mizoram,2013,Escapees from Outside Prison,2,0,2
Mizoram,2013,Escapees from Police Custody,2,0,2
Mizoram,2013,Re-arrested escapees,2,0,2
Nagaland,2013,Escapees from Inside Prison,0,0,0
Nagaland,2013,Escapees from Outside Prison,0,0,0
Nagaland,2013,Escapees from Police Custody,0,0,0
Nagaland,2013,Re-arrested escapees,0,0,0
Orissa,2013,Escapees from Inside Prison,10,0,10
Orissa,2013,Escapees from Outside Prison,0,0,0
Orissa,2013,Escapees from Police Custody,0,0,0
Orissa,2013,Re-arrested escapees,9,0,9
Punjab,2013,Escapees from Inside Prison,2,0,2
Punjab,2013,Escapees from Outside Prison,6,1,7
Punjab,2013,Escapees from Police Custody,34,0,34
Punjab,2013,Re-arrested escapees,18,0,18
Rajasthan,2013,Escapees from Inside Prison,11,0,11
Rajasthan,2013,Escapees from Outside Prison,10,0,10
Rajasthan,2013,Escapees from Police Custody,11,0,11
Rajasthan,2013,Re-arrested escapees,7,0,7
Sikkim,2013,Escapees from Inside Prison,0,0,0
Sikkim,2013,Escapees from Outside Prison,0,0,0
Sikkim,2013,Escapees from Police Custody,1,0,1
Sikkim,2013,Re-arrested escapees,1,0,1
Tamilnadu,2013,Escapees from Inside Prison,5,0,5
Tamilnadu,2013,Escapees from Outside Prison,0,0,0
Tamilnadu,2013,Escapees from Police Custody,5,0,5
Tamilnadu,2013,Re-arrested escapees,8,0,8
Tripura,2013,Escapees from Inside Prison,0,0,0
Tripura,2013,Escapees from Outside Prison,0,0,0
Tripura,2013,Escapees from Police Custody,0,0,0
Tripura,2013,Re-arrested escapees,0,0,0
Uttar Pradesh,2013,Escapees from Inside Prison,6,0,6
Uttar Pradesh,2013,Escapees from Outside Prison,7,0,7
Uttar Pradesh,2013,Escapees from Police Custody,59,0,59
Uttar Pradesh,2013,Re-arrested escapees,10,0,10
Uttaranchal,2013,Escapees from Inside Prison,0,0,0
Uttaranchal,2013,Escapees from Outside Prison,0,0,0
Uttaranchal,2013,Escapees from Police Custody,0,0,0
Uttaranchal,2013,Re-arrested escapees,0,0,0
West Bengal,2013,Escapees from Inside Prison,5,0,5
West Bengal,2013,Escapees from Outside Prison,0,0,0
West Bengal,2013,Escapees from Police Custody,19,0,19
West Bengal,2013,Re-arrested escapees,13,0,13
A & N Islands,2013,Escapees from Inside Prison,3,0,3
A & N Islands,2013,Escapees from Outside Prison,0,0,0
A & N Islands,2013,Escapees from Police Custody,0,0,0
A & N Islands,2013,Re-arrested escapees,3,0,3
Chandigarh,2013,Escapees from Inside Prison,0,0,0
Chandigarh,2013,Escapees from Outside Prison,1,0,1
Chandigarh,2013,Escapees from Police Custody,1,0,1
Chandigarh,2013,Re-arrested escapees,1,0,1
D & N Haveli,2013,Escapees from Inside Prison,0,0,0
D & N Haveli,2013,Escapees from Outside Prison,0,0,0
D & N Haveli,2013,Escapees from Police Custody,0,0,0
D & N Haveli,2013,Re-arrested escapees,0,0,0
Daman & Diu,2013,Escapees from Inside Prison,7,0,7
Daman & Diu,2013,Escapees from Outside Prison,0,0,0
Daman & Diu,2013,Escapees from Police Custody,1,0,1
Daman & Diu,2013,Re-arrested escapees,3,0,3
Delhi,2013,Escapees from Inside Prison,0,0,0
Delhi,2013,Escapees from Outside Prison,1,0,1
Delhi,2013,Escapees from Police Custody,3,0,3
Delhi,2013,Re-arrested escapees,2,0,2
Lakshadweep,2013,Escapees from Inside Prison,0,0,0
Lakshadweep,2013,Escapees from Outside Prison,0,0,0
Lakshadweep,2013,Escapees from Police Custody,0,0,0
Lakshadweep,2013,Re-arrested escapees,0,0,0
Pondicherry,2013,Escapees from Inside Prison,0,0,0
Pondicherry,2013,Escapees from Outside Prison,0,0,0
Pondicherry,2013,Escapees from Police Custody,0,0,0
Pondicherry,2013,Re-arrested escapees,0,0,0
